private_entity,label,external_uri,confidence,source
http://semanticweb.esilv.fr/aikg/TheStack,TheStack,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/The_Mixtral_MoE,The Mixtral MoE,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/The_Sopranos,The Sopranos,http://www.wikidata.org/entity/Q23628,1.0,api
http://semanticweb.esilv.fr/aikg/The_Stack,The Stack,http://www.wikidata.org/entity/Q807899,1.0,api
http://semanticweb.esilv.fr/aikg/The_Wire,The Wire,http://www.wikidata.org/entity/Q478360,1.0,api
http://semanticweb.esilv.fr/aikg/Thomas_Wolf,Thomas Wolf,http://www.wikidata.org/entity/Q19722263,1.0,api
http://semanticweb.esilv.fr/aikg/Today,Today,http://www.wikidata.org/entity/Q3530234,1.0,api
http://semanticweb.esilv.fr/aikg/Toloka,Toloka,http://www.wikidata.org/entity/Q19949183,1.0,api
http://semanticweb.esilv.fr/aikg/Tony_Soprano,Tony Soprano,http://www.wikidata.org/entity/Q1049580,1.0,api
http://semanticweb.esilv.fr/aikg/Touvron,Touvron,http://www.wikidata.org/entity/Q2270036,0.778,api
http://semanticweb.esilv.fr/aikg/Train_Google_Cloud,Train -> Google Cloud,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/Training_a_Helpful_and_Harmless_Assistant,Training a Helpful and Harmless Assistant,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/Transformer,Transformer,http://www.wikidata.org/entity/Q11658,1.0,api
http://semanticweb.esilv.fr/aikg/Transformers,Transformers,http://www.wikidata.org/entity/Q1323565,1.0,api
http://semanticweb.esilv.fr/aikg/Tuesday_13_December_2022,Tuesday 13 December 2022,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/Twitter,Twitter,http://www.wikidata.org/entity/Q1390577,1.0,api
http://semanticweb.esilv.fr/aikg/VSCode,VSCode,http://www.wikidata.org/entity/Q123472574,0.8,api
http://semanticweb.esilv.fr/aikg/Valencia,Valencia,http://www.wikidata.org/entity/Q8818,1.0,api
http://semanticweb.esilv.fr/aikg/Vertex,Vertex,http://www.wikidata.org/entity/Q26401,1.0,api
http://semanticweb.esilv.fr/aikg/Vertex_AI,Vertex AI,http://www.wikidata.org/entity/Q59904785,1.0,api
http://semanticweb.esilv.fr/aikg/Victor,Victor,http://www.wikidata.org/entity/Q539581,1.0,api
http://semanticweb.esilv.fr/aikg/Warnell,Warnell,http://www.wikidata.org/entity/Q37483503,1.0,api
http://semanticweb.esilv.fr/aikg/Wikipedia,Wikipedia,http://www.wikidata.org/entity/Q52,0.99,manual
http://semanticweb.esilv.fr/aikg/Winterfell,Winterfell,http://www.wikidata.org/entity/Q20925302,1.0,api
http://semanticweb.esilv.fr/aikg/Wirth,Wirth,http://www.wikidata.org/entity/Q65929125,1.0,api
http://semanticweb.esilv.fr/aikg/Yoav_Artzi,Yoav Artzi,http://www.wikidata.org/entity/Q93953841,1.0,api
http://semanticweb.esilv.fr/aikg/Younes,Younes,http://www.wikidata.org/entity/Q20000461,1.0,api
http://semanticweb.esilv.fr/aikg/Zieglar,Zieglar,http://www.wikidata.org/entity/Q37035859,1.0,api
http://semanticweb.esilv.fr/aikg/a_Tech_Assistant_Prompt,a Tech Assistant Prompt,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/affiliatedWith,affiliated with,http://www.wikidata.org/entity/Q4688925,0.682,api
http://semanticweb.esilv.fr/aikg/almost_every_single_day,almost every single day,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/an_M1_MacBook_Pro,an M1 MacBook Pro,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/and,and,http://www.wikidata.org/entity/Q18042461,0.667,api
http://semanticweb.esilv.fr/aikg/authoredBy,authored by,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/basedOn,based on,http://www.wikidata.org/entity/Q30171963,1.0,api
http://semanticweb.esilv.fr/aikg/bfloat16,bfloat16,http://www.wikidata.org/entity/Q54083815,1.0,api
http://semanticweb.esilv.fr/aikg/bitsandbytes,bitsandbytes,http://www.wikidata.org/entity/Q120550490,1.0,api
http://semanticweb.esilv.fr/aikg/confidence,alignment confidence,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/daily,daily,http://www.wikidata.org/entity/Q65256591,1.0,api
http://semanticweb.esilv.fr/aikg/developedBy,developed by,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/docker,docker,http://www.wikidata.org/entity/Q15206305,1.0,api
http://semanticweb.esilv.fr/aikg/evaluatedOn,evaluated on,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/every_year,every year,http://www.wikidata.org/entity/Q135032496,0.741,api
http://semanticweb.esilv.fr/aikg/float16,float16,NEW,0.233,low_confidence
http://semanticweb.esilv.fr/aikg/fp16,fp16,NEW,0.258,low_confidence
http://semanticweb.esilv.fr/aikg/fp4,fp4,http://www.wikidata.org/entity/Q131829329,1.0,api
http://semanticweb.esilv.fr/aikg/gemma_7b_it,gemma-7b-it,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/huggingface_cli,huggingface-cli,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/int8,int8,http://www.wikidata.org/entity/Q18041936,0.889,api
http://semanticweb.esilv.fr/aikg/just_a_few_days,just a few days,http://www.wikidata.org/entity/Q40396003,0.638,api
http://semanticweb.esilv.fr/aikg/last_Tuesday,last Tuesday,http://www.wikidata.org/entity/Q952317,1.0,api
http://semanticweb.esilv.fr/aikg/millions_of_years,millions of years,http://www.wikidata.org/entity/Q14949963,0.723,api
http://semanticweb.esilv.fr/aikg/mpt_7b,mpt-7b,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/nightly,nightly,http://www.wikidata.org/entity/Q30610576,1.0,api
http://semanticweb.esilv.fr/aikg/only_a_few_decades_old,only a few decades old,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/parameterCount,parameter count,NEW,0.526,low_confidence
http://semanticweb.esilv.fr/aikg/pipeline,pipeline,http://www.wikidata.org/entity/Q7197263,1.0,api
http://semanticweb.esilv.fr/aikg/power,power,http://www.wikidata.org/entity/Q5405444,1.0,api
http://semanticweb.esilv.fr/aikg/qlora,qlora,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/release,release,http://www.wikidata.org/entity/Q20631656,0.759,api
http://semanticweb.esilv.fr/aikg/releaseDate,release date,http://www.wikidata.org/entity/Q115668563,1.0,api
http://semanticweb.esilv.fr/aikg/require,require,NEW,0.56,low_confidence
http://semanticweb.esilv.fr/aikg/requires,requires,NEW,0.571,low_confidence
http://semanticweb.esilv.fr/aikg/sourceURL,source URL,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/the,the,http://www.wikidata.org/entity/Q546003,0.6,api
http://semanticweb.esilv.fr/aikg/the_13B_Llama_2_Model,the 13B Llama 2 Model,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/the_1960s,the 1960s,http://www.wikidata.org/entity/Q135798633,1.0,api
http://semanticweb.esilv.fr/aikg/the_Big_Falcon_Model,the Big Falcon Model,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/the_Falcon_7b,the Falcon-7b,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/the_Google_Cloud_Console,the Google Cloud Console,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/the_Google_Team,the Google Team,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/the_Hugging_Face_Hub,the Hugging Face Hub,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/the_Inference_Widget,the Inference Widget,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/the_LLM_Leaderboard,the LLM Leaderboard,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/the_University_of_Massachusetts,the University of Massachusetts,NEW,0.574,low_confidence
http://semanticweb.esilv.fr/aikg/the_Vertex_AI_Model_Garden,the Vertex AI Model Garden,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/the_coming_days,the coming days,http://www.wikidata.org/entity/Q1218790,1.0,api
http://semanticweb.esilv.fr/aikg/the_incoming_days,the incoming days,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/the_last_few_years,the last few years,http://www.wikidata.org/entity/Q107536241,1.0,api
http://semanticweb.esilv.fr/aikg/the_lmsys_Arena,the lmsys Arena,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/the_past_few_years,the past few years,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/today,today,http://www.wikidata.org/entity/Q3530234,1.0,api
http://semanticweb.esilv.fr/aikg/torch,torch,http://www.wikidata.org/entity/Q37573845,1.0,api
http://semanticweb.esilv.fr/aikg/trainedOn,trained on,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/transformers,transformers,http://www.wikidata.org/entity/Q1323565,1.0,api
http://semanticweb.esilv.fr/aikg/trl,trl,NEW,0.4,low_confidence
http://semanticweb.esilv.fr/aikg/two_months,two months,http://www.wikidata.org/entity/Q122353500,1.0,api
http://semanticweb.esilv.fr/aikg/use,use,http://www.wikidata.org/entity/Q1724915,1.0,api
http://semanticweb.esilv.fr/aikg/uses,uses,NEW,0.545,low_confidence
http://semanticweb.esilv.fr/aikg/v082,v0.8.2,NEW,0.0,not_found
http://semanticweb.esilv.fr/aikg/weeks,weeks,http://www.wikidata.org/entity/Q7979526,1.0,api
http://semanticweb.esilv.fr/aikg/winter,winter,http://www.wikidata.org/entity/Q1485942,1.0,api
http://semanticweb.esilv.fr/aikg/Gemma,Gemma,http://www.wikidata.org/entity/Q124082422,0.95,manual
http://semanticweb.esilv.fr/aikg/Dataset,Dataset,http://www.wikidata.org/entity/Q104427242,1.0,api
http://semanticweb.esilv.fr/aikg/Benchmark,Benchmark,http://www.wikidata.org/entity/Q1161707,1.0,api
http://semanticweb.esilv.fr/aikg/Publication,Publication,http://www.wikidata.org/entity/Q732577,1.0,api
http://semanticweb.esilv.fr/aikg/Researcher,Researcher,http://www.wikidata.org/entity/Q1650915,1.0,api
http://semanticweb.esilv.fr/aikg/Organization,Organization,http://www.wikidata.org/entity/Q43229,1.0,api
http://semanticweb.esilv.fr/aikg/AIModel,AI Model,NEW,0.582,low_confidence
